NAME,MSINI,RA,DEC,A,PER,ECC,OM,T0,MSTAR,STAR,RSTAR,TEFF
KOI 1967.01,,,,0.0468,4.417696479,0,,,0.7,KOI 1967,0.724,4911
KOI 1968.01,,,,0.0975,10.08746035,0,,,1.213,KOI 1968,1.137,6343
KOI 1969.01,,,,0.1218,16.34356447,0,,,0.902,KOI 1969,0.821,5637
KOI 2039.01,,,,0.0585,5.42587228,0,,,0.908,KOI 2039,0.827,5614
KOI 2040.01,,,,0.1382,19.58557219,0,,,0.916,KOI 2040,0.889,5971
KOI 1833.01,,,,0.0388,3.692983728,0,,,0.568,KOI 1833,0.577,4397
KOI 206.01,,,,0.06,5.33408346,0,,,1.009,KOI 206,1.11,6057
KOI 1898.01,,,,0.0663,6.49801525,0,,,0.921,KOI 1898,1.099,5718
KOI 1899.01,,,,0.1464,19.76172042,0,,,1.064,KOI 1899,1.175,6327
KOI 1900.01,,,,0.048,5.185002073,0,,,0.547,KOI 1900,0.56,4325
KOI 1901.01,,,,0.3897,85.6535849,0,,,1.074,KOI 1901,0.998,6092
KOI 1971.01,,,,0.1345,19.32952416,0,,,0.866,KOI 1971,0.78,5023
KOI 1972.01,,,,0.1361,17.79106709,0,,,1.059,KOI 1972,0.991,6095
KOI 1973.01,,,,0.0361,3.290117953,0,,,0.58,KOI 1973,0.594,4484
KOI 214.01,,,,0.0419,3.311864499,0,,,0.892,KOI 214,0.946,5523
KOI 2042.01,,,,0.3504,63.0736043,0,,,1.441,KOI 2042,2.403,6628
KOI 2043.01,,,,0.3656,78.5461638,0,,,1.055,KOI 2043,0.973,6032
KOI 2044.01,,,,0.134,16.92344113,0,,,1.117,KOI 2044,1.012,6063
KOI 1837.01,,,,0.1943,34.1731714,0,,,0.835,KOI 1837,0.952,5346
KOI 1838.01,,,,0.1139,16.73652231,0,,,0.702,KOI 1838,0.716,4608
KOI 1902.01,,,,0.4047,137.8645383,0,,,0.465,KOI 1902,0.457,3763
KOI 1904.01,,,,0.102,12.43931193,0,,,0.911,KOI 1904,1.726,5108
KOI 1906.01,,,,0.08,8.710435285,0,,,0.903,KOI 1906,0.809,5417
KOI 1907.01,,,,0.0811,11.35011917,0,,,0.551,KOI 1907,0.542,3901
KOI 1974.01,,,,0.423,109.4449666,0,,,0.843,KOI 1974,0.771,5508
KOI 1975.01,,,,0.0761,7.56052806,0,,,1.026,KOI 1975,0.94,5895
KOI 1976.01,,,,0.0982,12.12400943,0,,,0.859,KOI 1976,0.796,5280
KOI 2046.01,,,,0.1632,23.8990296,0,,,1.013,KOI 2046,1.203,5790
KOI 2047.01,,,,0.0708,6.2216147,0,,,1.227,KOI 2047,1.353,6616
KOI 2048.01,,,,0.0533,6.1799844,0,,,0.528,KOI 2048,0.492,4932
KOI 2049.01,,,,0.0282,1.569066502,0,,,1.213,KOI 2049,1.137,6343
KOI 1839.01,,,,0.0827,9.59070716,0,,,0.819,KOI 1839,1.673,5476
KOI 1840.01,,,,0.0733,7.03932553,0,,,1.059,KOI 1840,1.13,6137
KOI 1841.01,,,,0.2351,49.6077331,0,,,0.702,KOI 1841,0.742,5180
KOI 1842.01,,,,0.1261,16.84192204,0,,,0.941,KOI 1842,1.009,5602
KOI 208.01,,,,0.0439,3.003876581,0,,,1.249,KOI 208,1.167,6299
KOI 1979.01,,,,0.0344,2.714077555,0,,,0.734,KOI 1979,0.818,5709
KOI 1980.01,,,,0.4792,122.8808058,0,,,0.971,KOI 1980,0.87,5650
KOI 1982.01,,,,0.0572,4.88753526,0,,,1.043,KOI 1982,0.943,5553
KOI 2059.01,,,,0.0611,6.14727918,0,,,0.806,KOI 2059,0.746,4996
KOI 2060.01,,,,0.0343,2.800118124,0,,,0.686,KOI 2060,0.704,4786
KOI 2062.01,,,,0.2101,34.3511874,0,,,1.045,KOI 2062,0.967,6091
KOI 221.01,,,,0.0406,3.413036221,0,,,0.766,KOI 221,0.714,5332
KOI 2063.01,,,,0.0387,3.00725242,0,,,0.851,KOI 2063,0.782,5674
KOI 1843.01,,,,0.0395,4.194496514,0,,,0.464,KOI 1843,0.45,3584
KOI 1843.02,,,,0.0521,6.35582284,0,,,0.464,KOI 1843,0.45,3584
KOI 1845.01,,,,0.0303,1.970342457,0,,,0.951,KOI 1845,1.667,4883
KOI 1845.02,,,,0.0567,5.058213203,0,,,0.951,KOI 1845,1.667,4883
KOI 1847.01,,,,0.162,26.85328322,0,,,0.786,KOI 1847,0.869,5329
KOI 1910.01,,,,0.1925,34.2685705,0,,,0.809,KOI 1910,0.866,5325
KOI 1911.01,,,,0.0633,5.753221974,0,,,1.017,KOI 1911,0.929,5445
KOI 1913.01,,,,0.0598,5.50860439,0,,,0.938,KOI 1913,0.897,5451
KOI 1914.01,,,,0.137,18.93054959,0,,,0.955,KOI 1914,1.643,5015
KOI 1984.01,,,,0.1634,22.0640623,0,,,1.195,KOI 1984,1.145,6215
KOI 1985.01,,,,0.0581,5.756242547,0,,,0.788,KOI 1985,0.829,5006
KOI 1986.01,,,,0.515,148.4603382,0,,,0.828,KOI 1986,0.759,5463
KOI 1988.01,,,,0.0184,0.934884242,0,,,0.953,KOI 1988,1.795,4777
KOI 2052.01,,,,0.0547,4.224641745,0,,,1.221,KOI 2052,1.144,6362
KOI 1848.01,,,,0.2682,49.6221509,0,,,1.036,KOI 1848,1.019,6264
KOI 1849.01,,,,0.0743,8.0880135,0,,,0.844,KOI 1849,0.759,5201
KOI 1850.01,,,,0.0974,11.55102504,0,,,0.92,KOI 1850,0.834,5897
KOI 1851.01,,,,0.0535,4.469757736,0,,,1.021,KOI 1851,0.934,5988
KOI 1852.01,,,,0.1287,15.7738221,0,,,1.14,KOI 1852,1.614,6260
KOI 1989.01,,,,0.6291,201.1214,0,,,0.819,KOI 1989,0.845,5804
KOI 1990.01,,,,0.1688,24.7576421,0,,,1.043,KOI 1990,0.966,6106
KOI 1996.01,,,,0.0756,10.13202575,0,,,0.561,KOI 1996,0.561,4777
KOI 1997.01,,,,0.2159,38.5053398,0,,,0.904,KOI 1997,0.881,5974
KOI 2055.01,,,,0.0802,8.67888593,0,,,0.91,KOI 2055,0.833,5741
KOI 2056.01,,,,0.227,39.3134832,0,,,1.008,KOI 2056,0.925,6060
KOI 2057.01,,,,0.053,5.94566534,0,,,0.559,KOI 2057,0.537,3900
KOI 2058.01,,,,0.0214,1.52372816,0,,,0.559,KOI 2058,0.537,3900
KOI 201.01,,,,0.0524,4.225384512,0,,,1.071,KOI 201,1.055,5649
KOI 1853.01,,,,0.3061,60.0855082,0,,,1.058,KOI 1853,0.989,6201
KOI 1854.01,,,,0.2364,43.0342272,0,,,0.948,KOI 1854,1.341,5650
KOI 1856.01,,,,0.2436,46.2988021,0,,,0.898,KOI 1856,1.507,5396
KOI 1857.01,,,,0.3846,88.6442364,0,,,0.966,KOI 1857,0.872,5861
KOI 1917.01,,,,0.2142,35.01198785,0,,,1.067,KOI 1917,1.012,6345
KOI 1920.01,,,,0.1204,16.57110363,0,,,0.849,KOI 1920,0.788,5484
KOI 1921.01,,,,0.1339,16.00494214,0,,,1.254,KOI 1921,1.344,6711
KOI 1922.01,,,,0.031,1.954524342,0,,,1.036,KOI 1922,0.953,6060
KOI 1922.02,,,,,15.09521323,,,,,KOI 1922,,
KOI 1923.01,,,,0.0734,7.23400469,0,,,1.008,KOI 1923,1.329,5579
KOI 1998.01,,,,0.0724,6.77408868,0,,,1.098,KOI 1998,1.09,6217
KOI 2000.01,,,,0.1612,26.41045478,0,,,0.801,KOI 2000,0.738,5443
KOI 2001.01,,,,0.077,8.27744313,0,,,0.887,KOI 2001,1.781,5129
KOI 2002.01,,,,0.1202,14.37508035,0,,,1.117,KOI 2002,1.012,6063
KOI 2064.01,,,,0.0685,6.31218195,0,,,1.07,KOI 2064,1.098,6302
KOI 2066.01,,,,0.5407,147.973027,0,,,0.961,KOI 2066,0.875,6008
KOI 2067.01,,,,0.1231,13.24503188,0,,,1.416,KOI 2067,2.541,5750
KOI 2069.01,,,,0.3799,77.2548396,0,,,1.23,KOI 2069,1.438,6549
KOI 2071.01,,,,0.0478,3.856918547,0,,,0.975,KOI 2071,1.571,5477
KOI 1858.01,,,,0.4636,116.331901,0,,,0.981,KOI 1858,0.997,5733
KOI 1858.02,,,,0.3792,86.049055,0,,,0.981,KOI 1858,0.997,5733
KOI 1860.01,,,,0.0669,6.31942727,0,,,0.999,KOI 1860,1.075,5977
KOI 1860.02,,,,0.1038,12.20945351,0,,,0.999,KOI 1860,1.075,5977
KOI 1860.03,,,,0.0414,3.076452083,0,,,0.999,KOI 1860,1.075,5977
KOI 1925.01,,,,0.3198,68.958608,0,,,0.918,KOI 1925,0.893,5460
KOI 1928.01,,,,0.3235,63.0381121,0,,,1.137,KOI 1928,1.09,6085
KOI 2004.01,,,,0.2855,56.1886887,0,,,0.98,KOI 2004,0.958,5798
KOI 2005.01,,,,0.059,6.92101021,0,,,0.571,KOI 2005,0.585,4461
KOI 2006.01,,,,0.0334,3.273460736,0,,,0.464,KOI 2006,0.455,3809
KOI 1783.01,,,,0.5187,134.4786723,0,,,1.027,KOI 1783,0.957,6215
KOI 1784.01,,,,0.0587,5.007412846,0,,,1.075,KOI 1784,0.965,5936
KOI 1786.01,,,,0.1309,24.68637063,0,,,0.491,KOI 1786,0.474,4461
KOI 1787.01,,,,0.3993,98.7180406,0,,,0.87,KOI 1787,0.793,5838
KOI 1788.01,,,,0.3114,71.52530845,0,,,0.788,KOI 1788,0.815,4850
KOI 1861.01,,,,0.1355,17.50442748,0,,,1.077,KOI 1861,1.011,6177
KOI 1862.01,,,,0.2863,56.4349938,0,,,0.982,KOI 1862,0.883,5734
KOI 1863.01,,,,0.2114,33.78882491,0,,,1.1,KOI 1863,1.038,6184
KOI 1864.01,,,,0.044,3.215106337,0,,,1.098,KOI 1864,2.142,5779
KOI 1930.04,,,,0.0906,9.34144548,0,,,1.142,KOI 1930,1.735,5923
KOI 2007.02,,,,0.1516,21.1284569,0,,,1.037,KOI 2007,1.052,6086
KOI 2009.01,,,,0.3567,86.7489289,0,,,0.804,KOI 2009,0.887,5830
KOI 2010.01,,,,0.1792,25.96200249,0,,,1.138,KOI 2010,1.264,6784
KOI 1790.01,,,,0.5183,130.3546919,0,,,1.089,KOI 1790,1.015,5970
KOI 1793.01,,,,0.0434,3.261759476,0,,,1.023,KOI 1793,0.945,6131
KOI 1797.01,,,,0.1157,16.78176602,0,,,0.734,KOI 1797,0.761,4936
KOI 1866.01,,,,0.4445,105.3033148,0,,,1.055,KOI 1866,0.973,6032
KOI 1868.01,,,,0.11,17.76080053,0,,,0.561,KOI 1868,0.56,3950
KOI 1933.01,,,,0.2657,49.1013514,0,,,1.036,KOI 1933,0.922,5807
KOI 2012.01,,,,0.2045,34.8538276,0,,,0.935,KOI 2012,0.847,5835
KOI 2013.01,,,,0.0286,2.414351654,0,,,0.531,KOI 2013,0.542,4182
KOI 2014.01,,,,0.0353,2.466073106,0,,,0.963,KOI 2014,0.884,5708
KOI 2016.01,,,,0.054,4.30655689,0,,,1.132,KOI 2016,1.03,6108
KOI 1798.01,,,,0.1115,12.96471756,0,,,1.093,KOI 1798,1.033,6210
KOI 1799.01,,,,0.0286,1.731079578,0,,,1.038,KOI 1799,0.955,6045
KOI 1800.01,,,,0.0704,7.794301316,0,,,0.764,KOI 1800,0.872,5555
KOI 1801.01,,,,0.1083,14.53244172,0,,,0.802,KOI 1801,0.86,5345
KOI 1802.01,,,,0.0609,5.248672631,0,,,1.09,KOI 1802,1.021,6126
KOI 1870.01,,,,0.0734,7.964315352,0,,,0.831,KOI 1870,0.91,5185
KOI 1871.01,,,,0.3482,92.7296775,0,,,0.651,KOI 1871,0.624,4528
KOI 1872.01,,,,0.1821,30.52312159,0,,,0.863,KOI 1872,0.79,5496
KOI 1873.01,,,,0.3526,71.3116583,0,,,1.149,KOI 1873,1.064,6167
KOI 1934.01,,,,0.1567,28.78278558,0,,,0.617,KOI 1934,0.577,4500
KOI 1935.01,,,,0.1256,15.44429865,0,,,1.106,KOI 1935,0.992,5897
KOI 1937.01,,,,0.0209,1.411229847,0,,,0.611,KOI 1937,0.625,4350
KOI 1938.01,,,,0.3796,96.9151496,0,,,0.781,KOI 1938,0.701,5229
KOI 1939.01,,,,0.1029,13.47469571,0,,,0.801,KOI 1939,0.747,5413
KOI 2017.01,,,,0.0323,2.295036233,0,,,0.851,KOI 2017,0.835,5750
KOI 2018.01,,,,0.1629,27.495606,0,,,0.762,KOI 2018,0.911,5657
KOI 2019.01,,,,0.1138,14.08827448,0,,,0.99,KOI 2019,0.895,5853
KOI 217.01,,,,0.0485,3.905081985,0,,,0.997,KOI 217,0.887,5543
KOI 2020.01,,,,0.3679,110.96546,0,,,0.538,KOI 2020,0.546,4441
KOI 1803.01,,,,0.0528,4.539287693,0,,,0.954,KOI 1803,1.604,5064
KOI 197.01,,,,0.1202,17.27629612,0,,,0.775,KOI 197,0.822,5085
KOI 1875.01,,,,0.089,9.91723428,0,,,0.957,KOI 1875,0.926,5953
KOI 1876.01,,,,0.3067,82.5342519,0,,,0.564,KOI 1876,0.558,4237
KOI 1877.01,,,,0.1423,20.16034462,0,,,0.943,KOI 1877,1.71,5017
KOI 1940.01,,,,0.0805,10.99469878,0,,,0.573,KOI 1940,0.586,4302
KOI 1940.02,,,,,6.73679732,,,,,KOI 1940,,
KOI 211.01,,,,0.5197,124.0359055,0,,,1.213,KOI 211,1.137,6343
KOI 1942.01,,,,0.0915,10.84965239,0,,,0.875,KOI 1942,0.779,5252
KOI 1944.01,,,,0.1099,12.18416331,0,,,1.19,KOI 1944,1.85,6292
KOI 2021.01,,,,0.044,3.764191048,0,,,0.814,KOI 2021,0.728,5065
KOI 2023.01,,,,0.1072,13.59056583,0,,,0.887,KOI 2023,0.974,5442
KOI 2024.01,,,,0.238,46.8779367,0,,,0.818,KOI 2024,0.974,5790
KOI 1808.01,,,,0.3961,89.1934705,0,,,1.035,KOI 1808,1.13,6277
KOI 1812.01,,,,0.0169,0.805259237,0,,,0.983,KOI 1812,1.039,6258
KOI 1813.01,,,,0.0867,9.7678805,0,,,0.91,KOI 1813,1.034,5568
KOI 1878.01,,,,0.2406,40.80957622,0,,,1.115,KOI 1878,1.216,6071
KOI 1879.01,,,,0.1165,22.08557563,0,,,0.432,KOI 1879,0.41,3635
KOI 1880.01,,,,0.0175,1.151166506,0,,,0.535,KOI 1880,0.53,3855
KOI 1945.01,,,,0.3103,62.1387714,0,,,1.031,KOI 1945,0.929,5576
KOI 1945.02,,,,0.1314,17.1181036,0,,,1.031,KOI 1945,0.929,5576
KOI 1946.01,,,,0.0794,8.29482624,0,,,0.969,KOI 1946,0.935,5772
KOI 2025.01,,,,0.1336,17.84848082,0,,,0.997,KOI 2025,1.247,6217
KOI 2025.02,,,,0.1723,26.1363511,0,,,0.997,KOI 2025,1.247,6217
KOI 2026.01,,,,0.0395,2.757982666,0,,,1.073,KOI 2026,1.188,6419
KOI 1814.01,,,,0.1324,14.80074836,0,,,1.409,KOI 1814,1.449,7092
KOI 1815.01,,,,0.0414,3.12686223,0,,,0.97,KOI 1815,1.749,4854
KOI 198.01,,,,0.3921,87.24233248,0,,,1.054,KOI 198,0.955,5671
KOI 1816.01,,,,0.079,10.24060565,0,,,0.628,KOI 1816,0.64,5227
KOI 1818.01,,,,0.128,16.87727414,0,,,1,KOI 1818,1,5780
KOI 1819.01,,,,0.0933,12.05707239,0,,,0.743,KOI 1819,0.696,5408
KOI 1881.01,,,,0.1645,28.26731672,0,,,0.744,KOI 1881,0.792,5239
KOI 1882.01,,,,0.0462,3.770590584,0,,,0.922,KOI 1882,0.829,6057
KOI 1883.01,,,,0.0382,2.707306716,0,,,1.008,KOI 1883,1.13,6287
KOI 1884.01,,,,0.1437,23.11844759,0,,,0.739,KOI 1884,0.796,5275
KOI 1884.02,,,,0.0502,4.77502001,0,,,0.739,KOI 1884,0.796,5275
KOI 1950.01,,,,0.3022,66.4162133,0,,,0.84,KOI 1950,0.755,5387
KOI 212.01,,,,0.0627,5.695902365,0,,,1.013,KOI 212,0.94,6106
KOI 2031.01,,,,0.0748,9.30412078,0,,,0.645,KOI 2031,0.658,4458
KOI 1822.01,,,,0.5431,150.8779906,0,,,0.936,KOI 1822,1.23,6192
KOI 1885.01,,,,0.0626,5.65377733,0,,,1.021,KOI 1885,0.934,5988
KOI 1886.01,,,,0.066,5.991857017,0,,,1.061,KOI 1886,1.107,6167
KOI 1889.01,,,,0.1128,14.30511983,0,,,0.934,KOI 1889,0.852,5735
KOI 1889.02,,,,0.084,9.18186435,0,,,0.934,KOI 1889,0.852,5735
KOI 2248.04,,,,0.035,2.64622695,0,,,0.821,KOI 2248,0.746,5290
KOI 2250.01,,,,0.0371,2.935359333,0,,,0.79,KOI 2250,0.823,4922
KOI 2252.01,,,,0.1174,13.5396293,0,,,1.176,KOI 2252,1.337,6398
KOI 2253.01,,,,0.1603,22.70816791,0,,,1.063,KOI 2253,0.992,6170
KOI 2255.01,,,,0.0755,7.97034958,0,,,0.902,KOI 2255,0.822,5782
KOI 2337.01,,,,0.0726,8.49642241,0,,,0.707,KOI 2337,0.709,5093
KOI 2338.01,,,,0.3146,66.1849031,0,,,0.946,KOI 2338,0.866,5893
KOI 2339.01,,,,0.0271,2.03231845,0,,,0.646,KOI 2339,0.638,4555
KOI 2339.02,,,,,65.18703725,,,,,KOI 2339,,
KOI 239.02,,,,0.0471,3.62269606,0,,,1.056,KOI 239,0.989,6217
KOI 2101.01,,,,0.0336,2.892217506,0,,,0.602,KOI 2101,0.594,4156
KOI 2102.01,,,,0.5791,187.747029,0,,,0.734,KOI 2102,0.753,5303
KOI 2103.01,,,,0.0346,2.543072855,0,,,0.852,KOI 2103,0.88,5753
KOI 2104.01,,,,0.0337,2.168452593,0,,,1.077,KOI 2104,1.109,6153
KOI 2174.01,,,,0.0593,6.69332631,0,,,0.619,KOI 2174,0.608,4141
KOI 2174.02,,,,0.1723,33.1364259,0,,,0.619,KOI 2174,0.608,4141
KOI 2174.03,,,,0.0653,7.72515184,0,,,0.619,KOI 2174,0.608,4141
KOI 2256.01,,,,0.077,10.71252541,0,,,0.53,KOI 2256,0.519,4083
KOI 2257.01,,,,0.194,32.5637069,0,,,0.917,KOI 2257,0.834,5575
KOI 2259.01,,,,0.0984,12.19138811,0,,,0.856,KOI 2259,0.967,5516
KOI 2260.01,,,,0.0679,6.11786898,0,,,1.111,KOI 2260,1.112,6444
KOI 2261.01,,,,0.0456,3.97599768,0,,,0.799,KOI 2261,0.832,5211
KOI 2340.01,,,,0.0766,7.6847716,0,,,1.013,KOI 2340,1.064,5725
KOI 2342.01,,,,0.1155,15.0447198,0,,,0.908,KOI 2342,1.055,5934
KOI 2343.01,,,,0.1806,29.0728152,0,,,0.928,KOI 2343,1.042,5799
KOI 2344.01,,,,0.0189,1.118549717,0,,,0.72,KOI 2344,0.672,4493
KOI 2105.01,,,,0.0689,6.42200058,0,,,1.058,KOI 2105,0.989,6201
KOI 2106.01,,,,0.0892,9.75369069,0,,,0.996,KOI 2106,0.899,5806
KOI 2107.01,,,,0.3522,81.3151059,0,,,0.879,KOI 2107,0.802,5565
KOI 2108.01,,,,0.2731,51.3285623,0,,,1.027,KOI 2108,1.119,6119
KOI 2109.01,,,,0.1475,19.79191978,0,,,1.085,KOI 2109,1.031,6277
KOI 2177.01,,,,0.2867,62.8916228,0,,,0.798,KOI 2177,0.719,5314
KOI 234.01,,,,0.0897,9.61375356,0,,,1.037,KOI 234,1.11,5997
KOI 2261.02,,,,0.0641,6.6254781,0,,,0.799,KOI 2261,0.832,5211
KOI 2263.01,,,,0.1949,29.9686052,0,,,1.092,KOI 2263,1.083,6224
KOI 2264.01,,,,0.1957,33.2406882,0,,,0.904,KOI 2264,1.015,5605
KOI 2345.01,,,,0.1183,15.18725932,0,,,0.956,KOI 2345,1.005,6136
KOI 2346.01,,,,0.1784,28.6851324,0,,,0.918,KOI 2346,0.835,5722
KOI 2347.01,,,,0.0114,0.588000765,0,,,0.568,KOI 2347,0.565,3972
KOI 2348.01,,,,0.3877,85.7350285,0,,,1.054,KOI 2348,1.077,6096
KOI 2350.01,,,,0.0196,1.078390352,0,,,0.857,KOI 2350,0.985,5325
KOI 2110.01,,,,0.0614,5.03728015,0,,,1.216,KOI 2110,1.195,6452
KOI 2113.01,,,,0.1194,15.94251522,0,,,0.897,KOI 2113,0.806,5376
KOI 2180.01,,,,0.0959,11.55562343,0,,,0.88,KOI 2180,0.808,5627
KOI 2181.01,,,,0.1017,12.28850922,0,,,0.929,KOI 2181,1.671,5109
KOI 2182.01,,,,0.1243,17.13263989,0,,,0.872,KOI 2182,0.798,5489
KOI 2266.01,,,,0.0175,1.003933739,0,,,0.715,KOI 2266,0.741,4949
KOI 2269.01,,,,0.0156,0.614083682,0,,,1.332,KOI 2269,1.278,6517
KOI 2271.01,,,,0.2661,55.8226539,0,,,0.812,KOI 2271,0.737,5167
KOI 2272.01,,,,0.0287,1.34146908,0,,,1.754,KOI 2272,2.389,7495
KOI 2273.01,,,,0.0681,6.11009134,0,,,1.126,KOI 2273,1.239,5971
KOI 240.01,,,,0.0532,4.28686431,0,,,1.091,KOI 240,1.031,6225
KOI 2351.01,,,,0.0909,10.27377201,0,,,0.943,KOI 2351,0.856,5718
KOI 2352.03,,,,0.0867,8.2563025,0,,,1.274,KOI 2352,2.058,6550
KOI 2113.02,,,,0.1006,12.33090437,0,,,0.897,KOI 2113,0.806,5376
KOI 2114.01,,,,0.0461,4.421572182,0,,,0.668,KOI 2114,0.656,4189
KOI 2115.01,,,,0.1153,15.72589061,0,,,0.832,KOI 2115,0.751,5324
KOI 2116.01,,,,0.0229,1.252752174,0,,,1.025,KOI 2116,0.955,6231
KOI 2117.01,,,,0.1004,13.36020599,0,,,0.76,KOI 2117,0.706,4491
KOI 2185.01,,,,0.3436,76.957857,0,,,0.912,KOI 2185,1.041,5878
KOI 2186.01,,,,0.1106,14.9798377,0,,,0.803,KOI 2186,0.853,5062
KOI 2188.02,,,,0.0693,6.7445683,0,,,0.974,KOI 2188,0.923,6106
KOI 2189.01,,,,0.1854,33.35855228,0,,,0.763,KOI 2189,0.799,5009
KOI 2191.01,,,,0.0652,8.84786839,0,,,0.471,KOI 2191,0.46,3724
KOI 2274.01,,,,0.0882,9.98969327,0,,,0.913,KOI 2274,0.813,5256
KOI 235.01,,,,0.0598,5.632528453,0,,,0.895,KOI 235,0.801,5210
KOI 2276.01,,,,0.0284,1.44259224,0,,,1.462,KOI 2276,2.043,7216
KOI 2358.01,,,,0.2964,56.4932269,0,,,1.084,KOI 2358,1.04,6412
KOI 2361.01,,,,0.0655,5.78388573,0,,,1.117,KOI 2361,1.012,6063
KOI 2362.02,,,,0.0901,11.08507637,0,,,0.792,KOI 2362,0.793,5080
KOI 2119.01,,,,0.0129,0.571038518,0,,,0.879,KOI 2119,0.865,5203
KOI 2120.01,,,,0.0784,8.77426218,0,,,0.832,KOI 2120,0.905,5146
KOI 2121.01,,,,0.0513,4.51005748,0,,,0.883,KOI 2121,0.806,5559
KOI 2122.01,,,,0.2116,37.6467384,0,,,0.892,KOI 2122,0.847,5758
KOI 2123.01,,,,0.1879,29.4557154,0,,,1.018,KOI 2123,0.949,6036
KOI 2193.01,,,,0.0299,2.361724329,0,,,0.637,KOI 2193,0.651,4478
KOI 2200.01,,,,0.0394,3.17060005,0,,,0.809,KOI 2200,0.889,5725
KOI 2280.01,,,,0.1716,26.0204423,0,,,0.996,KOI 2280,0.899,5806
KOI 2281.01,,,,0.0158,0.7698536,0,,,0.879,KOI 2281,0.818,5178
KOI 2282.01,,,,0.0712,6.89225223,0,,,1.011,KOI 2282,0.927,6046
KOI 2368.01,,,,0.0753,8.07124073,0,,,0.874,KOI 2368,0.853,5766
KOI 2369.01,,,,0.0985,11.01816836,0,,,1.048,KOI 2369,0.969,6075
KOI 2369.02,,,,0.068,6.3143447,0,,,1.048,KOI 2369,0.969,6075
KOI 2370.01,,,,0.3978,78.7324395,0,,,1.351,KOI 2370,1.505,6735
KOI 2124.01,,,,0.1961,42.3370619,0,,,0.559,KOI 2124,0.548,4029
KOI 2125.01,,,,0.1637,23.3594822,0,,,1.069,KOI 2125,1.009,6244
KOI 2126.01,,,,0.0754,9.69312032,0,,,0.607,KOI 2126,0.618,4818
KOI 2128.01,,,,0.1582,24.2597073,0,,,0.903,KOI 2128,0.805,5478
KOI 2201.01,,,,0.4593,116.5209565,0,,,0.951,KOI 2201,1.14,6063
KOI 2202.01,,,,0.0163,0.813166719,0,,,0.875,KOI 2202,0.78,5285
KOI 2204.01,,,,0.0988,10.86060638,0,,,1.087,KOI 2204,1.496,6455
KOI 2205.01,,,,0.1478,24.0862707,0,,,0.741,KOI 2205,0.768,4973
KOI 2206.01,,,,0.029,1.834281138,0,,,0.962,KOI 2206,0.958,5751
KOI 2283.01,,,,0.1107,17.40215223,0,,,0.595,KOI 2283,0.578,3990
KOI 2285.01,,,,0.2183,37.94563,0,,,0.959,KOI 2285,0.867,5870
KOI 2286.01,,,,0.1557,24.1738579,0,,,0.862,KOI 2286,0.796,5534
KOI 2353.01,,,,0.0559,5.18674073,0,,,0.869,KOI 2353,0.781,5231
KOI 2354.01,,,,0.0215,1.151245221,0,,,1.003,KOI 2354,0.921,6086
KOI 2355.01,,,,0.0201,1.216997663,0,,,0.734,KOI 2355,0.757,4859
KOI 2356.01,,,,0.1156,13.68237119,0,,,1.099,KOI 2356,1.026,6102
KOI 2357.01,,,,0.0349,2.42087351,0,,,0.967,KOI 2357,0.879,5982
KOI 2129.01,,,,0.0872,8.79617863,0,,,1.142,KOI 2129,1.048,6140
KOI 2130.01,,,,0.1067,16.85593514,0,,,0.568,KOI 2130,0.565,3972
KOI 2131.01,,,,0.1273,14.36267939,0,,,1.33,KOI 2131,1.29,6661
KOI 2132.01,,,,0.2985,69.8957158,0,,,0.724,KOI 2132,0.759,5509
KOI 2133.01,,,,0.0733,6.24668005,0,,,1.344,KOI 2133,6.528,4605
KOI 2208.01,,,,0.0342,2.344511944,0,,,0.969,KOI 2208,1.115,5915
KOI 2209.01,,,,0.1274,18.3027248,0,,,0.822,KOI 2209,0.8,5692
KOI 2210.01,,,,0.0347,2.888904849,0,,,0.665,KOI 2210,0.682,4905
KOI 2212.01,,,,0.1264,17.14647302,0,,,0.914,KOI 2212,0.855,5978
KOI 2288.01,,,,0.1989,38.1042632,0,,,0.721,KOI 2288,0.771,5250
KOI 2290.01,,,,0.3671,91.5009237,0,,,0.799,KOI 2290,0.716,5120
KOI 2291.01,,,,0.2277,44.2994477,0,,,0.801,KOI 2291,0.736,5465
KOI 2363.01,,,,0.037,3.138781,0,,,0.684,KOI 2363,0.722,5242
KOI 2364.01,,,,0.0552,5.2424184,0,,,0.813,KOI 2364,1.829,5383
KOI 2365.01,,,,0.2158,35.9682344,0,,,1.032,KOI 2365,1.238,5831
KOI 2366.01,,,,0.1801,25.369116,0,,,1.205,KOI 2366,1.383,6344
KOI 2367.01,,,,0.0742,6.89208596,0,,,1.145,KOI 2367,1.37,6047
KOI 2134.01,,,,0.2323,42.3004954,0,,,0.932,KOI 2134,0.978,5749
KOI 225.01,,,,0.0174,0.838597488,0,,,0.997,KOI 225,0.927,6253
KOI 2137.01,,,,0.1103,14.97435694,0,,,0.798,KOI 2137,0.919,5470
KOI 2213.01,,,,0.0443,3.97076766,0,,,0.732,KOI 2213,0.778,5178
KOI 2214.01,,,,0.0324,2.352265797,0,,,0.82,KOI 2214,0.757,4816
KOI 2215.01,,,,0.1515,22.0445927,0,,,0.953,KOI 2215,1.26,5974
KOI 2216.01,,,,0.1467,23.34031664,0,,,0.773,KOI 2216,0.892,5530
